0x4D, 0x5A, 0x90, 0x00, 0x03, 0x00, 0x00, 0x00, 0x04, 0x00, 0x00, 0x00, 0xFF, 0xFF, 0x00, 0x00,
0xFF, 0x8B, 0x41, 0x02, 0xEB, 0xCE, 0xCC, 0xCC, 0xCC, 0xCC, 0xCC, 0xCC, 0xCC, 0xCC, 0xCC, 0xCC,
0x40, 0x55, 0x53, 0x56, 0x57, 0x41, 0x56, 0x48, 0x8D, 0xAC, 0x24, 0xF0, 0xFD, 0xFF, 0xFF, 0x48,
0x81, 0xEC, 0x10, 0x03, 0x00, 0x00, 0x8B, 0x05, 0xF4, 0x21, 0x00, 0x00, 0x48, 0x8D, 0x54, 0x24,
0x60, 0xF2, 0x0F, 0x10, 0x05, 0xDF, 0x21, 0x00, 0x00, 0x4C, 0x8D, 0x05, 0xF0, 0x21, 0x00, 0x00,
0x89, 0x44, 0x24, 0x68, 0x48, 0x8B, 0xF9, 0x0F, 0xB6, 0x05, 0xD6, 0x21, 0x00, 0x00, 0x33, 0xF6,
0x88, 0x44, 0x24, 0x6C, 0x41, 0xBE, 0xF0, 0x23, 0x00, 0x00, 0x8B, 0x05, 0xC8, 0x21, 0x00, 0x00,
0x41, 0xB9, 0x30, 0x00, 0xFE, 0x7F, 0x89, 0x85, 0x40, 0x02, 0x00, 0x00, 0x0F, 0xB7, 0x05, 0xB9,
0x21, 0x00, 0x00, 0x66, 0x89, 0x85, 0x44, 0x02, 0x00, 0x00, 0x0F, 0xB6, 0x05, 0xAD, 0x21, 0x00,
0x00, 0x88, 0x85, 0x46, 0x02, 0x00, 0x00, 0xF2, 0x0F, 0x11, 0x44, 0x24, 0x60, 0x65, 0x48, 0x8B,
0x04, 0x25, 0x30, 0x00, 0x00, 0x00, 0x48, 0x89, 0x31, 0x48, 0x8B, 0x48, 0x60, 0x48, 0x8D, 0x85,
0x40, 0x02, 0x00, 0x00, 0x66, 0x44, 0x39, 0xB1, 0x20, 0x01, 0x00, 0x00, 0x48, 0x8D, 0x4D, 0x00,
0x48, 0x0F, 0x42, 0xC2, 0xBA, 0x82, 0x00, 0x00, 0x00, 0x48, 0x89, 0x44, 0x24, 0x20, 0xFF, 0x15,
0x54, 0x1F, 0x00, 0x00, 0x4C, 0x8D, 0x4D, 0xA0, 0x48, 0x89, 0xB5, 0x48, 0x02, 0x00, 0x00, 0x45,
0x33, 0xC0, 0x48, 0x89, 0x74, 0x24, 0x70, 0x48, 0x8D, 0x55, 0x90, 0x48, 0x89, 0xB5, 0x50, 0x02,
0x00, 0x00, 0x48, 0x8D, 0x4D, 0x00, 0xFF, 0x15, 0xDC, 0x1E, 0x00, 0x00, 0x8B, 0xD8, 0x85, 0xC0,
0x0F, 0x88, 0x7E, 0x01, 0x00, 0x00, 0x0F, 0xB7, 0x4D, 0xA0, 0x48, 0x8D, 0x55, 0x90, 0x89, 0x74,
0x24, 0x50, 0x4C, 0x8D, 0x4D, 0xF0, 0x48, 0x89, 0x74, 0x24, 0x48, 0x4C, 0x8D, 0x45, 0xC0, 0x66,
0x85, 0xC9, 0xC7, 0x44, 0x24, 0x40, 0x60, 0x00, 0x00, 0x00, 0xC7, 0x44, 0x24, 0x38, 0x01, 0x00,
0x00, 0x00, 0x48, 0x8D, 0x8D, 0x50, 0x02, 0x00, 0x00, 0x0F, 0x57, 0xC0, 0xC7, 0x44, 0x24, 0x30,
0x01, 0x00, 0x00, 0x00, 0x8B, 0xC6, 0xC7, 0x44, 0x24, 0x28, 0x80, 0x00, 0x00, 0x00, 0x48, 0x0F,
0x45, 0x45, 0xB0, 0x48, 0x89, 0x45, 0xC8, 0x48, 0x8D, 0x45, 0xA0, 0x48, 0x0F, 0x44, 0xC2, 0xC7,
0x45, 0xC0, 0x30, 0x00, 0x00, 0x00, 0xBA, 0x89, 0x00, 0x12, 0x00, 0x48, 0x89, 0x45, 0xD0, 0xC7,
0x45, 0xD8, 0x40, 0x00, 0x00, 0x00, 0xF3, 0x0F, 0x7F, 0x45, 0xE0, 0x48, 0x89, 0x74, 0x24, 0x20,
0xFF, 0x15, 0x72, 0x1E, 0x00, 0x00, 0x8B, 0xD8, 0x33, 0xD2, 0x65, 0x48, 0x8B, 0x04, 0x25, 0x30,
0x00, 0x00, 0x00, 0x4C, 0x8B, 0x45, 0x98, 0x48, 0x8B, 0x48, 0x60, 0x48, 0x8B, 0x49, 0x30, 0xFF,
0x15, 0x4B, 0x1E, 0x00, 0x00, 0x48, 0x8D, 0x4D, 0xA0, 0xFF, 0x15, 0x31, 0x1E, 0x00, 0x00, 0x85,
0xDB, 0x0F, 0x88, 0xCD, 0x00, 0x00, 0x00, 0x48, 0x8B, 0x85, 0x50, 0x02, 0x00, 0x00, 0x48, 0x8D,
0x8D, 0x58, 0x02, 0x00, 0x00, 0x48, 0x89, 0x44, 0x24, 0x30, 0x45, 0x33, 0xC9, 0xC7, 0x44, 0x24,
0x28, 0x00, 0x00, 0x00, 0x01, 0x45, 0x33, 0xC0, 0xBA, 0x04, 0x00, 0x0F, 0x00, 0xC7, 0x44, 0x24,
0x20, 0x02, 0x00, 0x00, 0x00, 0x48, 0x89, 0xB5, 0x58, 0x02, 0x00, 0x00, 0xFF, 0x15, 0x2E, 0x1E,
0x00, 0x00, 0x8B, 0xD8, 0x85, 0xC0, 0x79, 0x09, 0x48, 0x8D, 0x0D, 0xA9, 0x1F, 0x00, 0x00, 0xEB,
0x5B, 0x48, 0x8B, 0x8D, 0x58, 0x02, 0x00, 0x00, 0x48, 0x8D, 0x44, 0x24, 0x70, 0xC7, 0x44, 0x24,
0x48, 0x02, 0x00, 0x00, 0x00, 0x4C, 0x8D, 0x85, 0x48, 0x02, 0x00, 0x00, 0x89, 0x74, 0x24, 0x40,
0x45, 0x33, 0xC9, 0xC7, 0x44, 0x24, 0x38, 0x02, 0x00, 0x00, 0x00, 0x48, 0x89, 0x44, 0x24, 0x30,
0x48, 0x89, 0x74, 0x24, 0x28, 0x49, 0x8D, 0x51, 0xFF, 0x48, 0x89, 0x74, 0x24, 0x20, 0xFF, 0x15,
0xBC, 0x1D, 0x00, 0x00, 0x8B, 0xD8, 0x3D, 0x03, 0x00, 0x00, 0x40, 0x75, 0x04, 0x8B, 0xDE, 0xEB,
0x12, 0x85, 0xC0, 0x79, 0x0E, 0x48, 0x8D, 0x0D, 0x84, 0x1F, 0x00, 0x00, 0x8B, 0xD0, 0xE8, 0x1D,
0xF5, 0xFF, 0xFF, 0x48, 0x8B, 0x8D, 0x50, 0x02, 0x00, 0x00, 0xFF, 0x15, 0x78, 0x1D, 0x00, 0x00,
0x48, 0x8B, 0x8D, 0x58, 0x02, 0x00, 0x00, 0x48, 0x85, 0xC9, 0x74, 0x16, 0xFF, 0x15, 0x66, 0x1D,
0x00, 0x00, 0xEB, 0x0E, 0x8B, 0xD3, 0x48, 0x8D, 0x0D, 0xEB, 0x1E, 0x00, 0x00, 0xE8, 0xEE, 0xF4,
0xFF, 0xFF, 0x85, 0xDB, 0x79, 0x23, 0x44, 0x8B, 0xC3, 0x48, 0x8D, 0x55, 0x00, 0x48, 0x8D, 0x0D,
0xC4, 0x1F, 0x00, 0x00, 0xE8, 0xD7, 0xF4, 0xFF, 0xFF, 0x8B, 0xC3, 0x48, 0x81, 0xC4, 0x10, 0x03,
0x00, 0x00, 0x41, 0x5E, 0x5F, 0x5E, 0x5B, 0x5D, 0xC3, 0x65, 0x48, 0x8B, 0x04, 0x25, 0x30, 0x00,
0x00, 0x00, 0x48, 0x8B, 0x48, 0x60, 0x66, 0x44, 0x39, 0xB1, 0x20, 0x01, 0x00, 0x00, 0x72, 0x46,
0x48, 0x8D, 0x54, 0x24, 0x78, 0x48, 0x8D, 0x8D, 0x40, 0x02, 0x00, 0x00, 0xE8, 0x3F, 0xF9, 0xFF,
0xFF, 0x8B, 0xD8, 0x85, 0xC0, 0x0F, 0x88, 0x8D, 0x00, 0x00, 0x00, 0x48, 0x8B, 0x54, 0x24, 0x78,
0x4C, 0x8D, 0x45, 0x80, 0x48, 0x8B, 0x8D, 0x48, 0x02, 0x00, 0x00, 0xE8, 0xD0, 0xFA, 0xFF, 0xFF,
0x4C, 0x8B, 0x8D, 0x48, 0x02, 0x00, 0x00, 0x85, 0xC0, 0x74, 0x47, 0x48, 0x8B, 0x45, 0x80, 0x8B,
0xDE, 0x48, 0x89, 0x07, 0xEB, 0x69, 0x48, 0x8D, 0x55, 0x88, 0x48, 0x8D, 0x4C, 0x24, 0x60, 0xE8,
0xFC, 0xF8, 0xFF, 0xFF, 0x8B, 0xD8, 0x85, 0xC0, 0x78, 0x4E, 0x48, 0x8B, 0x44, 0x24, 0x70, 0x4C,
0x8B, 0xC6, 0x4C, 0x8B, 0x8D, 0x48, 0x02, 0x00, 0x00, 0x48, 0x83, 0xC0, 0xFC, 0x74, 0x13, 0x90,
0x43, 0x81, 0x3C, 0x08, 0xEB, 0x06, 0x88, 0x1D, 0x74, 0x0F, 0x49, 0xFF, 0xC0, 0x4C, 0x3B, 0xC0,
0x72, 0xEE, 0xBB, 0x25, 0x02, 0x00, 0xC0, 0xEB, 0x26, 0x4B, 0x63, 0x54, 0x08, 0x04, 0x49, 0x8D,
0x0C, 0x10, 0x4C, 0x8B, 0x45, 0x88, 0x49, 0x83, 0xC0, 0x08, 0x4C, 0x03, 0xC1, 0x85, 0xD2, 0x74,
0xE1, 0x4C, 0x89, 0x07, 0x8B, 0xDE, 0xEB, 0x07, 0x4C, 0x8B, 0x8D, 0x48, 0x02, 0x00, 0x00, 0x49,
0x8B, 0xD1, 0x48, 0xC7, 0xC1, 0xFF, 0xFF, 0xFF, 0xFF, 0xFF, 0x15, 0xD9, 0x1C, 0x00, 0x00, 0x8B,
0xC3, 0x48, 0x81, 0xC4, 0x10, 0x03, 0x00, 0x00, 0x41, 0x5E, 0x5F, 0x5E, 0x5B, 0x5D, 0xC3, 0xCC,
0x48, 0x89, 0x5C, 0x24, 0x08, 0x48, 0x89, 0x74, 0x24, 0x10, 0x57, 0x48, 0x83, 0xEC, 0x20, 0x48,
0x8B, 0xDA, 0x4C, 0x8D, 0x05, 0xF7, 0x1E, 0x00, 0x00, 0xBF, 0x34, 0x00, 0x00, 0x00, 0x48, 0x8B,
0xF1, 0x8D, 0x57, 0x01, 0xFF, 0x15, 0x6E, 0x1C, 0x00, 0x00, 0x0F, 0xB7, 0x03, 0x48, 0x8B, 0xD3,
0x66, 0x85, 0xC0, 0x74, 0x4C, 0x66, 0x66, 0x66, 0x0F, 0x1F, 0x84, 0x00, 0x00, 0x00, 0x00, 0x00,
0x48, 0x83, 0xC2, 0x02, 0x66, 0x83, 0xF8, 0x5C, 0x48, 0x8B, 0xCA, 0x48, 0x0F, 0x45, 0xCB, 0x0F,
0xB7, 0x02, 0x48, 0x8B, 0xD9, 0x66, 0x85, 0xC0, 0x75, 0xE6, 0x0F, 0xB7, 0x01, 0x66, 0x85, 0xC0,
0x74, 0x1F, 0x48, 0x8D, 0x4E, 0x68, 0x66, 0x83, 0xF8, 0x2E, 0x74, 0x15, 0x48, 0x83, 0xC3, 0x02,
0x66, 0x89, 0x01, 0xFF, 0xC7, 0x48, 0x83, 0xC1, 0x02, 0x0F, 0xB7, 0x03, 0x66, 0x85, 0xC0, 0x75,
0xE5, 0x48, 0x8B, 0x5C, 0x24, 0x30, 0x33, 0xC9, 0x48, 0x63, 0xC7, 0x66, 0x89, 0x0C, 0x46, 0x48,
0x8B, 0x74, 0x24, 0x38, 0x48, 0x83, 0xC4, 0x20, 0x5F, 0xC3, 0xCC, 0xCC, 0xCC, 0xCC, 0xCC, 0xCC,
0x48, 0x89, 0x5C, 0x24, 0x08, 0x57, 0x48, 0x81, 0xEC, 0x40, 0x02, 0x00, 0x00, 0x48, 0x8B, 0xFA,
0x48, 0x8B, 0xD9, 0xE8, 0x48, 0xFF, 0xFF, 0xFF, 0x48, 0x8B, 0xD3, 0x33, 0xC9, 0xFF, 0x15, 0x35,
0x1C, 0x00, 0x00, 0x85, 0xC0, 0x0F, 0x88, 0xAF, 0x00, 0x00, 0x00, 0x4C, 0x8D, 0x05, 0x2E, 0x1E,
0x00, 0x00, 0xC7, 0x84, 0x24, 0x60, 0x02, 0x00, 0x00, 0x01, 0x00, 0x00, 0x00, 0xBA, 0x05, 0x00,
0x00, 0x00, 0x48, 0x8D, 0x4C, 0x24, 0x30, 0xFF, 0x15, 0xAB, 0x1B, 0x00, 0x00, 0x4C, 0x8B, 0xC7,
0x48, 0x8D, 0x4C, 0x24, 0x30, 0xBA, 0x87, 0x00, 0x00, 0x00, 0xFF, 0x15, 0xA0, 0x1B, 0x00, 0x00,
0x48, 0x8D, 0x4C, 0x24, 0x30, 0x48, 0xC7, 0xC0, 0xFF, 0xFF, 0xFF, 0xFF, 0x0F, 0x1F, 0x40, 0x00,
0x66, 0x83, 0x7C, 0x41, 0x02, 0x00, 0x48, 0x8D, 0x40, 0x01, 0x75, 0xF4, 0x8D, 0x04, 0x45, 0x02,
0x00, 0x00, 0x00, 0x41, 0xB9, 0x01, 0x00, 0x00, 0x00, 0x89, 0x44, 0x24, 0x28, 0x4C, 0x8D, 0x05,
0x4C, 0x1E, 0x00, 0x00, 0x48, 0x8D, 0x44, 0x24, 0x30, 0x48, 0x8B, 0xD3, 0x33, 0xC9, 0x48, 0x89,
0x44, 0x24, 0x20, 0xFF, 0x15, 0x1F, 0x1B, 0x00, 0x00, 0x85, 0xC0, 0x78, 0x2D, 0x48, 0x8D, 0x84,
0x24, 0x60, 0x02, 0x00, 0x00, 0xC7, 0x44, 0x24, 0x28, 0x04, 0x00, 0x00, 0x00, 0x41, 0xB9, 0x04,
0x00, 0x00, 0x00, 0x48, 0x89, 0x44, 0x24, 0x20, 0x4C, 0x8D, 0x05, 0x29, 0x1E, 0x00, 0x00, 0x48,
0x8B, 0xD3, 0x33, 0xC9, 0xFF, 0x15, 0xEE, 0x1A, 0x00, 0x00, 0x48, 0x8B, 0x9C, 0x24, 0x50, 0x02,
0x00, 0x00, 0x48, 0x81, 0xC4, 0x40, 0x02, 0x00, 0x00, 0x5F, 0xC3, 0xCC, 0xCC, 0xCC, 0xCC, 0xCC,
0x48, 0x89, 0x5C, 0x24, 0x10, 0x44, 0x89, 0x44, 0x24, 0x18, 0x48, 0x89, 0x4C, 0x24, 0x08, 0x55,
0x56, 0x57, 0x41, 0x54, 0x41, 0x55, 0x41, 0x56, 0x41, 0x57, 0x48, 0x8D, 0x6C, 0x24, 0xC0, 0x48,
0x81, 0xEC, 0x40, 0x01, 0x00, 0x00, 0x45, 0x33, 0xE4, 0x49, 0x8B, 0xF9, 0x4C, 0x8B, 0xFA, 0x4D,
0x85, 0xC9, 0x74, 0x03, 0x45, 0x89, 0x21, 0x44, 0x89, 0x64, 0x24, 0x50, 0x48, 0x8D, 0x45, 0x90,
0x4C, 0x89, 0x64, 0x24, 0x48, 0x4C, 0x8D, 0x35, 0x34, 0x1E, 0x00, 0x00, 0xC7, 0x44, 0x24, 0x40,
0x60, 0x00, 0x00, 0x00, 0x4C, 0x8D, 0x4D, 0x20, 0x0F, 0x57, 0xC0, 0xC7, 0x45, 0x90, 0x16, 0x00,
0x18, 0x00, 0xBE, 0x01, 0x00, 0x00, 0x00, 0x4C, 0x89, 0x75, 0x98, 0x89, 0x74, 0x24, 0x38, 0x4C,
0x8D, 0x45, 0xC0, 0xC7, 0x44, 0x24, 0x30, 0x07, 0x00, 0x00, 0x00, 0x48, 0x8D, 0x4C, 0x24, 0x60,
0xC7, 0x44, 0x24, 0x28, 0x80, 0x00, 0x00, 0x00, 0xBA, 0x00, 0x00, 0x10, 0x00, 0x4C, 0x89, 0x64,
0x24, 0x20, 0xBB, 0x18, 0x00, 0x00, 0x00, 0xC7, 0x45, 0xC0, 0x30, 0x00, 0x00, 0x00, 0x4C, 0x89,
0x65, 0xC8, 0x48, 0x89, 0x45, 0xD0, 0xC7, 0x45, 0xD8, 0x40, 0x00, 0x00, 0x00, 0xF3, 0x0F, 0x7F,
0x45, 0xE0, 0xFF, 0x15, 0x10, 0x1A, 0x00, 0x00, 0x85, 0xC0, 0x0F, 0x89, 0xCF, 0x00, 0x00, 0x00,
0x48, 0x8D, 0x15, 0xE9, 0x3D, 0x00, 0x00, 0x48, 0x8D, 0x4D, 0xB0, 0xFF, 0x15, 0x2F, 0x1A, 0x00,
0x00, 0x48, 0x8D, 0x4D, 0xB0, 0xFF, 0x15, 0x65, 0x1A, 0x00, 0x00, 0x8B, 0xD8, 0x85, 0xC0, 0x79,
0x1B, 0x44, 0x8B, 0xC0, 0x48, 0x8D, 0x15, 0xC5, 0x3D, 0x00, 0x00, 0x48, 0x8D, 0x0D, 0x2E, 0x1E,
0x00, 0x00, 0xE8, 0x59, 0xF1, 0xFF, 0xFF, 0xE9, 0xCC, 0x01, 0x00, 0x00, 0x44, 0x89, 0x64, 0x24,
0x50, 0x48, 0x8D, 0x45, 0x80, 0x4C, 0x89, 0x64, 0x24, 0x48, 0x4C, 0x8D, 0x4D, 0x30, 0xC7, 0x44,
0x24, 0x40, 0x60, 0x00, 0x00, 0x00, 0x4C, 0x8D, 0x45, 0xF0, 0x89, 0x74, 0x24, 0x38, 0x48, 0x8D,
0x4C, 0x24, 0x60, 0xC7, 0x44, 0x24, 0x30, 0x07, 0x00, 0x00, 0x00, 0x0F, 0x57, 0xC0, 0xC7, 0x44,
0x24, 0x28, 0x80, 0x00, 0x00, 0x00, 0xBA, 0x00, 0x00, 0x10, 0x00, 0x4C, 0x89, 0x64, 0x24, 0x20,
0xC7, 0x45, 0x80, 0x16, 0x00, 0x18, 0x00, 0x4C, 0x89, 0x75, 0x88, 0xC7, 0x45, 0xF0, 0x30, 0x00,
0x00, 0x00, 0x4C, 0x89, 0x65, 0xF8, 0x48, 0x89, 0x45, 0x00, 0xC7, 0x45, 0x08, 0x40, 0x00, 0x00,
0x00, 0xF3, 0x0F, 0x7F, 0x45, 0x10, 0xFF, 0x15, 0x5C, 0x19, 0x00, 0x00, 0x8B, 0xD8, 0x85, 0xC0,
0x79, 0x18, 0x44, 0x8B, 0xC0, 0x48, 0x8D, 0x55, 0x80, 0x48, 0x8D, 0x0D, 0x20, 0x1D, 0x00, 0x00,
0xE8, 0xCB, 0xF0, 0xFF, 0xFF, 0xE9, 0x3E, 0x01, 0x00, 0x00, 0xBB, 0x18, 0x00, 0x00, 0x00, 0x65,
0x48, 0x8B, 0x04, 0x25, 0x30, 0x00, 0x00, 0x00, 0x41, 0xBD, 0xF0, 0x23, 0x00, 0x00, 0x48, 0x8B,
0x48, 0x60, 0xB8, 0x04, 0x00, 0x00, 0x00, 0x44, 0x0F, 0xB7, 0xB1, 0x20, 0x01, 0x00, 0x00, 0x66,
0x45, 0x3B, 0xF5, 0x0F, 0x43, 0xF0, 0x0F, 0xB6, 0x85, 0x90, 0x00, 0x00, 0x00, 0x88, 0x85, 0x80,
0x00, 0x00, 0x00, 0x48, 0x85, 0xFF, 0x74, 0x72, 0x48, 0x8B, 0x4C, 0x24, 0x60, 0x48, 0x8D, 0x85,
0x98, 0x00, 0x00, 0x00, 0x44, 0x89, 0x64, 0x24, 0x48, 0x45, 0x33, 0xC9, 0x4C, 0x89, 0x64, 0x24,
0x40, 0x45, 0x33, 0xC0, 0x48, 0x89, 0x44, 0x24, 0x68, 0x33, 0xD2, 0x89, 0x5C, 0x24, 0x38, 0x48,
0x8D, 0x44, 0x24, 0x68, 0x48, 0x89, 0x44, 0x24, 0x30, 0x48, 0x8D, 0x45, 0xA0, 0xC7, 0x44, 0x24,
0x28, 0x08, 0x28, 0x50, 0xC3, 0x48, 0x89, 0x44, 0x24, 0x20, 0x44, 0x89, 0xA5, 0x98, 0x00, 0x00,
0x00, 0x4C, 0x89, 0x7C, 0x24, 0x70, 0x89, 0x74, 0x24, 0x78, 0xFF, 0x15, 0x00, 0x19, 0x00, 0x00,
0x8B, 0xD8, 0x85, 0xC0, 0x79, 0x0C, 0x48, 0x8D, 0x0D, 0x63, 0x1D, 0x00, 0x00, 0xE9, 0x84, 0x00,
0x00, 0x00, 0x8B, 0x85, 0x98, 0x00, 0x00, 0x00, 0x89, 0x07, 0x44, 0x89, 0x64, 0x24, 0x48, 0x48,
0x8D, 0x8D, 0x80, 0x00, 0x00, 0x00, 0x4C, 0x89, 0x64, 0x24, 0x40, 0x48, 0x8D, 0x85, 0x90, 0x00,
0x00, 0x00, 0x66, 0x45, 0x3B, 0xF5, 0x4C, 0x89, 0x7C, 0x24, 0x68, 0x89, 0x74, 0x24, 0x78, 0x48,
0x0F, 0x42, 0xC1, 0x48, 0x8B, 0x4C, 0x24, 0x60, 0x48, 0x89, 0x44, 0x24, 0x70, 0x45, 0x33, 0xC9,
0x33, 0xC0, 0x45, 0x33, 0xC0, 0x48, 0x89, 0x45, 0xA0, 0x33, 0xD2, 0x48, 0x89, 0x45, 0xA8, 0xB8,
0x18, 0x00, 0x00, 0x00, 0x89, 0x44, 0x24, 0x38, 0x48, 0x8D, 0x44, 0x24, 0x68, 0x48, 0x89, 0x44,
0x24, 0x30, 0x48, 0x8D, 0x45, 0xA0, 0xC7, 0x44, 0x24, 0x28, 0x08, 0x28, 0x50, 0xC3, 0x48, 0x89,
0x44, 0x24, 0x20, 0xFF, 0x15, 0x77, 0x18, 0x00, 0x00, 0x8B, 0xD8, 0x85, 0xC0, 0x79, 0x0E, 0x48,
0x8D, 0x0D, 0x6A, 0x1D, 0x00, 0x00, 0x8B, 0xD0, 0xE8, 0x93, 0xEF, 0xFF, 0xFF, 0x48, 0x8B, 0x4C,
0x24, 0x60, 0xFF, 0x15, 0xF0, 0x17, 0x00, 0x00, 0x8B, 0xC3, 0x48, 0x8B, 0x9C, 0x24, 0x88, 0x01,
0x00, 0x00, 0x48, 0x81, 0xC4, 0x40, 0x01, 0x00, 0x00, 0x41, 0x5F, 0x41, 0x5E, 0x41, 0x5D, 0x41,
0x5C, 0x5F, 0x5E, 0x5D, 0xC3, 0xCC, 0xCC, 0xCC, 0xCC, 0xCC, 0xCC, 0xCC, 0xCC, 0xCC, 0xCC, 0xCC,
0x44, 0x88, 0x44, 0x24, 0x18, 0x55, 0x56, 0x57, 0x48, 0x8D, 0xAC, 0x24, 0x50, 0xFC, 0xFF, 0xFF,
0x48, 0x81, 0xEC, 0xB0, 0x04, 0x00, 0x00, 0x48, 0x8B, 0xF9, 0x48, 0x8B, 0xF2, 0x48, 0x8D, 0x4C,
0x24, 0x38, 0xE8, 0xD9, 0xF7, 0xFF, 0xFF, 0x85, 0xC0, 0x0F, 0x88, 0x31, 0x03, 0x00, 0x00, 0x65,
0x48, 0x8B, 0x04, 0x25, 0x30, 0x00, 0x00, 0x00, 0x48, 0x8D, 0x15, 0x99, 0x1D, 0x00, 0x00, 0x4C,
0x8B, 0x44, 0x24, 0x38, 0x48, 0x89, 0x9C, 0x24, 0xD0, 0x04, 0x00, 0x00, 0x4C, 0x89, 0xA4, 0x24,
0xD8, 0x04, 0x00, 0x00, 0x41, 0xBC, 0xF0, 0x23, 0x00, 0x00, 0x48, 0x8B, 0x48, 0x60, 0x48, 0x8D,
0x05, 0x53, 0x1D, 0x00, 0x00, 0x66, 0x44, 0x39, 0xA1, 0x20, 0x01, 0x00, 0x00, 0x48, 0x8D, 0x0D,
0x84, 0x1D, 0x00, 0x00, 0x48, 0x0F, 0x43, 0xD0, 0xE8, 0xE3, 0xEE, 0xFF, 0xFF, 0x45, 0x33, 0xC0,
0x4C, 0x8D, 0x8D, 0xE0, 0x03, 0x00, 0x00, 0xB2, 0x01, 0x41, 0x8D, 0x48, 0x0A, 0xFF, 0x15, 0xA5,
0x17, 0x00, 0x00, 0x8B, 0xD8, 0x85, 0xC0, 0x79, 0x11, 0x48, 0x8D, 0x0D, 0x80, 0x1D, 0x00, 0x00,
0xE8, 0xBB, 0xEE, 0xFF, 0xFF, 0xE9, 0xA4, 0x02, 0x00, 0x00, 0x45, 0x33, 0xC9, 0x48, 0xC7, 0x44,
0x24, 0x20, 0x00, 0x00, 0x00, 0x00, 0x4C, 0x8D, 0x85, 0xA0, 0x01, 0x00, 0x00, 0xBA, 0x08, 0x02,
0x00, 0x00, 0x48, 0x8B, 0xCF, 0xFF, 0x15, 0x5D, 0x17, 0x00, 0x00, 0x85, 0xC0, 0x0F, 0x88, 0x7D,
0x02, 0x00, 0x00, 0x45, 0x33, 0xC9, 0x48, 0xC7, 0x44, 0x24, 0x20, 0x00, 0x00, 0x00, 0x00, 0x4C,
0x8D, 0x45, 0x90, 0xBA, 0x08, 0x02, 0x00, 0x00, 0x48, 0x8B, 0xCE, 0xFF, 0x15, 0x37, 0x17, 0x00,
0x00, 0x85, 0xC0, 0x0F, 0x88, 0x57, 0x02, 0x00, 0x00, 0x48, 0x8D, 0x55, 0x90, 0x48, 0x8D, 0x0D,
0xAC, 0x38, 0x00, 0x00, 0xE8, 0x17, 0xFB, 0xFF, 0xFF, 0x85, 0xC0, 0x0F, 0x88, 0x3F, 0x02, 0x00,
0x00, 0x45, 0x33, 0xC9, 0x48, 0xC7, 0x44, 0x24, 0x30, 0x08, 0x00, 0x00, 0x00, 0x48, 0x8D, 0x54,
0x24, 0x30, 0x45, 0x8D, 0x41, 0x08, 0x41, 0x8D, 0x49, 0x67, 0xFF, 0x15, 0xC0, 0x16, 0x00, 0x00,
0x85, 0xC0, 0x79, 0x0E, 0x8B, 0xD0, 0x48, 0x8D, 0x0D, 0xF3, 0x19, 0x00, 0x00, 0xE8, 0x1E, 0xEE,
0xFF, 0xFF, 0x8B, 0x44, 0x24, 0x34, 0x24, 0x03, 0x3C, 0x01, 0x74, 0x2E, 0x48, 0x8D, 0x0D, 0x9D,
0x1D, 0x00, 0x00, 0xE8, 0x08, 0xEE, 0xFF, 0xFF, 0x48, 0x8D, 0x15, 0x51, 0x38, 0x00, 0x00, 0x48,
0x8D, 0x4C, 0x24, 0x40, 0xFF, 0x15, 0xA6, 0x16, 0x00, 0x00, 0x48, 0x8D, 0x4C, 0x24, 0x40, 0xFF,
0x15, 0xDB, 0x16, 0x00, 0x00, 0xE9, 0xD6, 0x01, 0x00, 0x00, 0x48, 0x8D, 0x95, 0xA0, 0x01, 0x00,
0x00, 0x48, 0x8D, 0x0D, 0x38, 0x3A, 0x00, 0x00, 0xE8, 0x93, 0xFA, 0xFF, 0xFF, 0x85, 0xC0, 0x0F,
0x88, 0xBB, 0x01, 0x00, 0x00, 0x48, 0x8B, 0x54, 0x24, 0x38, 0x4C, 0x8D, 0x8D, 0xE8, 0x03, 0x00,
0x00, 0x45, 0x33, 0xC0, 0xE8, 0x67, 0xFB, 0xFF, 0xFF, 0x8B, 0xD8, 0x85, 0xC0, 0x79, 0x13, 0x8B,
0xD0, 0x48, 0x8D, 0x0D, 0x88, 0x1D, 0x00, 0x00, 0xE8, 0xA3, 0xED, 0xFF, 0xFF, 0xE9, 0x59, 0x01,
0x00, 0x00, 0x48, 0x8D, 0x0D, 0xEF, 0x1D, 0x00, 0x00, 0xE8, 0x92, 0xED, 0xFF, 0xFF, 0x65, 0x48,
0x8B, 0x04, 0x25, 0x30, 0x00, 0x00, 0x00, 0x8B, 0x9D, 0xE8, 0x03, 0x00, 0x00, 0x48, 0x8B, 0x48,
0x60, 0x66, 0x44, 0x39, 0xA1, 0x20, 0x01, 0x00, 0x00, 0x72, 0x0E, 0x8B, 0xD3, 0x48, 0x8D, 0x0D,
0xFC, 0x1D, 0x00, 0x00, 0xE8, 0x67, 0xED, 0xFF, 0xFF, 0x48, 0x8D, 0x0D, 0x38, 0x1E, 0x00, 0x00,
0xE8, 0x5B, 0xED, 0xFF, 0xFF, 0x48, 0x8D, 0x15, 0xA4, 0x37, 0x00, 0x00, 0x48, 0x8D, 0x4C, 0x24,
